"total_floor_area","co2_emissions_current","co2_emissions_potential","number_habitable_rooms","average_income","london_zone","num_tube_lines","longitude","num_rail_lines","distance_to_station","population","energy_consumption_current","energy_consumption_potential","num_light_rail_lines","altitude","latitude","id","asking_price","predicted_price","profit","buy"
80.5125,5.5,4.7,5,73500,3,1,-0.15953,0,0.4741282,44,409,349,0,29,51.44108,13270,567000,650682.259484512,0.147587759231944,0
115,3.4,1.9,7,40900,5,1,0.130435,0,0.9463922,130,171,93,0,10,51.550926,13788,350000,401460.875755267,0.147031073586476,0
95,5.6,1.5,6,63800,6,0,-0.311728,1,0.332449,22,338,85,0,13,51.418246,7596,624000,715312.505072734,0.146334142744766,0
199,8.7,3.6,8,64600,2,0,-0.130462,0,0.3647618,151,246,101,1,14,51.469046,1452,1251000,1434049.98916932,0.146322932989066,0
170,9.7,6.4,7,54100,3,0,-0.114055,1,0.4871776,136,258,165,0,38,51.408019,3913,715000,819600.291883573,0.14629411452248,0
94,4.7,1.9,6,50100,4,0,0.132652,1,1.1284624,82,283,113,0,69,51.481722,14826,361000,413645.398109408,0.145832127726891,0
122,4,1.6,5,79600,4,0,-0.324869,1,0.6785688,94,219,93,0,9,51.464349,186,733000,839798.484074389,0.145700523975975,0
150,7.3,2.4,6,61300,4,1,-0.129001,0,0.83889,87,274,89,0,63,51.624538,14434,750000,859256.428112264,0.145675237483019,0
94.01,4.1,2.3,4,47300,2,2,-0.213957,0,0.2659592,52,265,149,0,13,51.51682,11470,676000,774292.145978111,0.145402582807857,0
172,8.7,4.8,7,58000,5,1,-0.223718,0,1.4578044,18,286,157,0,131,51.652195,543,845000,967721.993687259,0.145233128623975,0
51,2.8,0.6,3,46000,6,0,-0.032062,1,0.4915274,118,312,59,0,19,51.676566,10908,278000,318095.916010566,0.144229913707072,0
83,5.3,1.8,4,43000,2,0,-0.044233,0,0.5797662,107,376,122,1,18,51.550103,5781,424000,484976.748045943,0.143813085014018,0
109,4.8,2.1,5,57800,5,0,-0.166887,1,0.2224612,73,231,97,0,36,51.371223,9149,448000,512360.343627732,0.143661481311901,0
96,4.3,2.5,5,53500,3,0,0.007963,1,0.5822518,98,253,143,0,18,51.457233,1155,459000,524933.442486081,0.143645844196254,0
110,8.8,2.6,6,54700,6,0,-0.383275,1,0.9035156,70,452,135,0,19,51.423966,13779,518000,591954.047821506,0.142768432087849,0
92,3.3,1.2,5,54400,4,1,0.033616,0,0.4374656,65,207,70,0,20,51.59705,6191,462000,527692.025157979,0.142190530644975,0
156,7,3,6,52100,3,0,-0.114052,0,0.260988,183,267,113,1,39,51.570425,1543,778000,888238.661365657,0.141694937487992,0
83,3.8,1.1,5,60700,6,0,-0.10836,1,0.4032886,112,258,75,0,109,51.32577,8350,380000,433801.764204098,0.141583590010784,0
84,9.2,1,5,56400,3,0,-0.07553,0,0.1994694,106,538,67,1,53,51.382789,15721,354000,403884.233933109,0.140915915065278,0
87,5,2.2,3,52700,2,0,-0.120671,0,0.4859348,112,339,150,1,36,51.561782,9896,599000,683288.987219461,0.140716172319635,0
105,2.9,1.2,6,48400,6,0,0.184785,1,0.8525608,86,158,61,1,11,51.568065,14999,363000,413962.680842947,0.140393060173409,0
56,2.7,1.4,3,48900,1,0,-0.075763,0,0.3274778,40,252,129,1,21,51.527835,4687,456000,519606.423482452,0.139487770794852,0
237,13,6.2,9,69200,1,2,-0.195307,0,0.5729308,37,310,147,0,12,51.497848,1267,3686000,4199935.55116381,0.139429069767718,0
77,3.3,1,3,46500,2,0,-0.026007,0,0.5039554,47,240,67,1,6,51.548285,10763,461000,525220.796700142,0.139307585032845,0
99.32,5.9,5.5,5,65900,2,0,-0.187684,1,0.2504242,90,257,238,0,19,51.459127,8709,871000,991512.158947374,0.138360687654849,0
112,4.4,1.5,5,55100,4,1,0.074365,0,0.4200664,65,224,73,0,24,51.577164,11462,479000,545045.933886155,0.137882951745627,0
115,4.9,2.3,5,68200,3,0,-0.260213,1,0.4119882,90,243,114,0,10,51.467095,9976,827000,940839.005116094,0.137652968701444,0
113,7.7,3.2,6,59900,6,0,-0.310008,1,0.3535766,112,383,156,0,12,51.396234,3574,619000,703831.0691151,0.137045345904847,0
117.24,6.4,5.3,5,49500,4,0,-0.38792,1,1.0514088,67,297,249,0,35,51.494683,3546,460000,522935.686305676,0.136816709360166,0
47,2.7,1.2,3,49800,3,0,-0.185061,0,0.562367,132,338,146,1,21,51.398106,3300,252000,286386.876875503,0.136455860617075,0
91,4.5,1.2,5,52200,3,1,-0.125041,0,0.4741282,47,284,75,0,38,51.614052,2306,521000,592077.116754028,0.136424408357059,0
266,9.8,6.3,10,58600,6,0,-0.112597,1,0.755001,43,209,134,0,97,51.345973,12587,876000,995111.627366788,0.135972177359347,0
183,6.8,3.2,6,56300,5,1,-0.278818,0,0.6207786,77,211,97,0,63,51.62139,10920,837000,950264.21445405,0.135321642119534,0
107,5.6,4.6,3,48000,2,2,-0.036012,0,0.4778566,86,312,254,0,13,51.521583,5083,604000,685584.487264632,0.135073654411643,0
75.9,2.6,2.1,4,61600,6,0,0.087988,1,0.9644128,88,176,143,0,85,51.365213,15231,308000,349274.119502545,0.134006881501768,0
64,2.8,1.6,3,56300,4,0,-0.029234,2,0.4710212,106,245,145,1,38,51.415733,2688,287000,325382.132660552,0.133735653869518,0
77,5.1,0.9,5,60000,5,1,-0.376726,0,0.4374656,120,375,65,0,51,51.573336,6485,414000,469364.704408731,0.133731170069399,0
76,3,1,5,55700,6,0,0.114856,1,1.382615,76,228,72,0,81,51.373418,7017,348000,394447.642609468,0.133470237383529,0
53,1.4,1,3,47500,2,0,-0.0714,1,0.8991658,95,155,111,0,4,51.48745,9140,308000,349025.612943287,0.133200042023659,0
116,4.3,2.4,7,53700,6,0,-0.120648,1,1.3906932,81,210,113,0,163,51.303602,3122,475000,537971.79237098,0.13257219446522,0
77,2.5,2.1,3,60700,1,0,-0.070519,0,0.3423914,80,184,157,1,19,51.511392,11268,614000,695131.696992927,0.132136314320727,0
80,3,0.8,4,59000,5,0,-0.371711,1,0.8494538,141,214,53,0,21,51.454713,5914,412000,466080.291393723,0.131262843188649,0
41,3.2,2.5,2,52100,6,1,0.220534,0,0.1702636,58,457,354,0,23,51.554922,8625,176000,198982.220138649,0.130580796242325,0
104,3.7,1.4,4,72900,4,0,-0.207609,1,0.2504242,123,202,76,0,17,51.405261,10983,590000,666764.858267988,0.130109929267776,0
85,4,1.3,4,53600,4,1,0.051944,0,1.0340096,79,267,82,0,20,51.603907,1052,408000,460962.877570791,0.129810974438214,0
73,5,2.1,4,53500,5,0,0.132652,1,0.7810998,100,382,160,0,53,51.472468,2437,311000,351253.113590106,0.1294312334087,0
85,4.4,2,4,62400,4,0,0.001756,0,0.6319638,154,296,133,1,37,51.601779,833,444000,501380.655482812,0.129235710546873,0
81,4.6,0.7,4,50700,3,1,-0.038837,0,0.7680504,120,332,43,1,19,51.596044,10414,446000,503429.719177852,0.128766186497426,0
48,2.6,2.2,2,64100,2,0,-0.191634,1,0.1851772,37,306,259,0,63,51.551314,1194,379000,427689.357952698,0.12846796293588,0
53,3.4,2.4,3,52500,2,0,-0.068163,1,0.2877082,53,366,261,1,16,51.466911,12713,383000,432102.159342034,0.128204071389122,0
26,0.9,0.8,2,62300,6,0,-0.101943,1,0.4946344,71,204,184,0,73,51.352222,1752,153000,172526.045415986,0.127621211869188,0
103,5.5,2.1,4,68500,3,1,-0.214988,1,0.5803876,28,280,109,1,53,51.4245,3708,697000,785628.616584398,0.12715726913113,0
105,3.5,1.4,5,51500,4,1,0.077593,0,0.879281,57,187,75,0,49,51.601414,10822,420000,473389.823901776,0.127118628337561,0
192,11.4,3.4,7,75000,3,1,-0.199698,0,0.3057288,146,335,101,0,30,51.432081,15241,1355000,1527228.80179674,0.127106126787261,0
53.25,2.8,2.8,3,44000,3,1,0.00032,0,0.394589,71,274,268,0,13,51.55696,15584,291000,327740.151053196,0.126254814615794,0
97,5,4.3,4,43100,4,0,-0.059129,1,0.3778112,90,269,228,1,43,51.41616,7886,383000,431269.389879982,0.12602973859003,0
99,6.4,2.5,5,61700,6,0,0.153705,1,0.487799,34,306,111,0,18,51.43916,12700,461000,518740.71995354,0.125251019421997,0
104,4,1.8,5,43800,4,1,-0.258715,0,0.3566836,91,219,98,0,54,51.603145,1043,454000,510793.168762162,0.125095085379212,0
69,2.5,1.7,3,55500,5,0,-0.163545,1,0.6108362,10,207,138,0,52,51.647118,5153,333000,374630.492610792,0.125016494326703,0
44.59,1.7,1.3,2,49000,2,0,-0.080036,0,0.2752802,206,236,179,1,22,51.547923,11098,324000,364435.137028553,0.124799805643682,0
47,1.7,1.2,3,52500,3,1,-0.171315,0,0.817141,170,203,149,0,18,51.412596,11414,275000,309315.888934232,0.124785050669934,0
89,2.7,1.1,4,48100,3,0,-0.064977,0,0.4530006,105,169,64,1,42,51.395169,416,340000,382345.824719951,0.124546543293972,0
63,1.8,2,3,48300,2,2,-0.008771,0,0.21749,146,174,186,0,6,51.525181,3742,311000,349707.924287593,0.124462779059785,0
61,3.1,0.7,4,56600,5,1,-0.383053,0,1.5031666,127,289,62,0,43,51.566644,3597,366000,411476.279264112,0.124252129136917,0
130,8.2,3.3,6,51900,2,2,-0.200759,0,0.4946344,77,357,141,1,34,51.539018,5124,994000,1117502.95818234,0.124248448875597,0
65,2.8,1.6,3,63900,3,0,-0.126415,1,0.8432398,61,247,136,0,39,51.590146,11665,435000,488967.527020717,0.124063280507395,0
58,2.2,0.8,3,44300,4,0,-0.171051,1,1.0955282,103,212,76,1,39,51.387511,12492,266000,298988.122162693,0.12401549685223,0
94,3.6,1.7,4,71700,3,1,-0.288843,0,0.5201118,84,217,98,1,10,51.473397,7654,712000,799846.352049157,0.123379707934209,0
66,2.9,1.1,5,56000,6,2,-0.448954,0,0.941421,35,250,95,0,41,51.543075,11235,359000,403215.376849099,0.123162609607519,0
72.68,3.4,3.4,4,67800,3,0,0.014,1,0.4368442,62,288,283,0,34,51.469467,11435,464000,521058.157056706,0.122970166070488,0
168,5,3.2,8,72000,4,0,0.045748,1,0.1391936,58,171,107,0,72,51.418261,6525,805000,903840.957235944,0.122783797808626,0
58.88,2.6,2.2,3,66600,3,0,-0.059784,1,0.3212638,27,265,228,1,74,51.441782,13257,335000,375995.190834846,0.122373703984615,0
54,2.4,1.8,2,41800,4,1,0.120702,0,1.4963312,81,249,189,0,44,51.610508,10772,185000,207606.136769474,0.12219533388905,0
91,2.9,1.2,6,47200,3,0,-0.138963,0,0.9252646,92,185,70,1,31,51.398714,6701,345000,386965.341188497,0.121638670111585,0
76,3.6,1.6,5,62800,5,0,-0.182086,1,0.9078654,56,247,105,0,50,51.370156,1747,363000,407009.18196711,0.121237415887354,0
91,8.3,2.6,4,67800,3,0,0.020627,1,1.280084,76,536,170,0,38,51.469227,11113,553000,619862.450487442,0.120908590393204,0
217,6.2,4.3,8,65200,5,0,-0.093139,1,0.6033794,45,163,111,0,43,51.649094,10776,1014000,1136270.71520365,0.12058255937244,0
62,3.3,2.7,2,60400,2,0,-0.031072,1,0.5431036,155,302,249,1,35,51.461978,14205,392000,439249.938262548,0.120535556792214,0
72,3.5,2.8,5,48600,3,0,-0.117636,0,0.925886,114,291,233,1,40,51.389795,5074,304000,340236.591502544,0.119199314153107,0
45.77,2.7,2.6,2,59300,4,0,0.076472,1,0.3753256,34,386,384,0,46,51.435176,9820,199000,222523.551440354,0.118208801207811,0
98.83,7.2,4.4,5,58200,3,0,-0.093343,1,1.1290838,85,378,233,0,80,51.413026,14762,549000,613578.498250307,0.117629322860304,0
100,4.2,1.1,6,59500,4,0,-0.037494,1,0.727038,50,240,63,0,33,51.404199,3939,473000,528469.573455983,0.117271825488336,0
86,2.5,1.4,3,48900,1,3,-0.099878,0,0.379054,22,165,95,0,27,51.526196,9089,761000,849896.730326818,0.116815677170589,0
88,5.5,1.2,4,58100,5,2,-0.40129,0,0.6512272,41,356,78,0,45,51.571174,15590,465000,519273.449495582,0.116717095689423,0
44,1.9,1.2,2,45800,2,0,-0.027985,1,0.2249468,13,249,157,0,9,51.478149,4026,241000,269051.582480488,0.116396607802854,0
65,4.6,2.9,3,47800,5,0,0.143546,1,0.8227336,41,406,255,0,20,51.57146,997,250000,279099.028042503,0.116396112170012,0
70,2.6,1.1,4,41400,4,0,0.125673,1,0.860639,91,208,89,0,3,51.493954,3381,272000,303646.802360905,0.116348538091564,0
65.14,3.5,3.1,3,60600,3,0,-0.036649,1,0.6916182,97,324,286,0,46,51.445749,7984,359000,400727.457911604,0.116232473291376,0
67,3.7,0.9,4,45700,5,0,0.149136,1,0.3747042,76,285,67,0,15,51.490458,10395,284000,316927.431137739,0.1159416589357,0
69.64,4.6,4.5,4,45800,6,0,0.19728,2,0.4853134,120,392,388,0,6,51.518651,3668,271000,302419.3530866,0.115938572275276,0
92.89,3.3,3.4,3,64700,3,1,-0.182965,0,0.618293,86,239,246,0,16,51.413622,10954,542000,604762.575723061,0.11579811019015,0
74.02,4.8,3.6,3,68500,2,0,-0.218521,1,0.1590784,41,385,293,0,17,51.461272,6516,541000,603395.630057672,0.115333881807157,0
42,2.1,1.1,2,44800,5,1,-0.37415,0,1.0141248,101,266,140,0,35,51.539562,11394,189000,210721.921853863,0.114930803459592,0
107,4.3,2.5,5,53100,3,0,-0.124909,1,0.1621854,87,224,130,0,35,51.413688,3056,491000,547261.686410294,0.114585919369234,0
103,4.4,1.6,5,50400,4,0,0.085627,1,1.003561,115,240,87,0,13,51.557405,7211,385000,428878.612954457,0.113970423258331,0
84,2.8,0.7,4,39800,1,2,-0.16943,0,0.2933008,38,191,44,0,38,51.524597,5521,669000,745115.761064767,0.113775427600549,0
116,4.9,2,6,72900,3,0,-0.260501,0,0.6381778,39,242,95,1,11,51.50154,14015,879000,978453.628819296,0.113144060090211,0
96,3.2,1.6,4,63000,2,2,-0.188504,0,0.407017,93,190,96,0,32,51.527337,9677,877000,976046.032638557,0.112937323419107,0
113,4.9,2.5,6,46600,5,0,0.121313,1,0.9706268,78,248,126,0,26,51.57931,3785,393000,437149.568249669,0.112339868319769,0
100,4.8,1.8,3,39400,5,1,0.11645,0,0.7170956,70,253,96,0,7,51.545774,10399,319000,354777.158575971,0.112154102119032,0
54,3,1.5,3,50500,5,0,0.117007,1,0.8270834,103,323,161,0,40,51.43249,6864,237000,263344.30264812,0.111157395139748,0
76,2.4,2.3,3,57000,2,2,-0.027275,0,0.2336464,201,182,169,0,15,51.529638,9503,394000,437630.338162318,0.110736898889132,0
58,3.3,0.8,4,49700,4,0,0.092221,1,1.1862526,57,328,77,0,60,51.477855,2841,289000,320885.335253086,0.110329879768463,0
108.84,2.6,2.3,4,60200,4,0,-0.020022,2,0.3461198,25,124,112,1,47,51.412601,8778,466000,517339.197861194,0.110169952491832,0
106,5.4,2.2,6,50300,3,0,-0.005363,0,0.5928156,102,290,120,1,26,51.577072,9097,511000,567267.850912213,0.1101132111785,0
180,22,12,4,58200,3,0,-0.109096,1,0.3784326,106,718,390,0,74,51.432732,2914,888000,985697.510987408,0.110019719580415,0
75,2.3,0.6,4,56400,3,0,-0.081259,0,0.6394206,34,177,44,1,52,51.385302,14899,362000,401371.319733088,0.108760551748863,0
199,10,3.4,8,61000,4,0,-0.26179,1,0.5704452,42,285,96,0,23,51.399405,2082,1077000,1192834.94286504,0.107553335993535,0
67.85,2.6,2.5,3,53100,2,0,-0.077481,0,0.282737,144,250,248,1,20,51.53771,11828,449000,497278.94045641,0.107525479858374,0
110,6,2,5,64700,3,1,-0.172676,0,0.2665806,107,310,100,0,17,51.420764,15361,786000,870500.868315199,0.107507466049871,0
82,4.2,0.8,4,44000,4,0,0.016925,1,0.2976506,94,263,49,0,63,51.430667,8685,365000,404230.819610133,0.107481697562007,0
86,3,0.9,4,49300,3,0,-0.139445,1,0.3921034,79,199,59,0,28,51.418074,3351,430000,476199.177292166,0.107439947191083,0
182,9.4,5.3,7,73500,3,0,-0.175442,1,0.6729762,120,235,127,0,32,51.446175,11511,1441000,1595476.32292607,0.107200779268614,0
44,1.5,1.1,2,48500,2,0,-0.266535,0,0.3548194,120,183,135,1,32,51.512609,11560,291000,322083.187968243,0.10681507892867,0
79,4.1,2,5,51300,5,1,-0.26975,0,1.012882,113,295,143,0,54,51.611032,8322,378000,418250.518434877,0.10648285300232,0
61,3,1.6,3,44900,4,0,-0.098547,1,0.21749,142,283,146,0,54,51.401276,13816,246000,272004.650056014,0.105709959577293,0
98,5,1.3,5,53500,5,1,-0.355539,0,0.7214454,104,288,74,0,40,51.550228,10820,461000,509544.445626974,0.105302485091049,0
58.03,4.3,3.2,3,55200,5,0,-0.078429,0,0.5629884,75,385,288,1,33,51.659241,723,313000,345926.572601174,0.105196717575635,0
68,2.2,1.5,4,58200,3,0,-0.095399,1,0.4188236,147,184,125,0,59,51.431719,6988,384000,424307.630162195,0.104967786880716,0
203,13,3.9,8,49000,6,0,0.20864,2,1.1707176,100,373,107,0,9,51.524067,1463,605000,668459.788596811,0.104892212556713,0
95,4.5,1.8,7,47200,3,0,-0.129465,0,0.8718242,69,269,107,1,33,51.395092,11892,385000,425015.884215087,0.103937361597629,0
116,4.7,2.1,6,68500,2,0,-0.007638,0,0.5182476,137,211,92,1,2,51.499594,14143,747000,824624.250113522,0.103914658786508,0
201,12,4.8,8,59400,4,1,0.025128,0,1.2384502,41,328,133,0,63,51.624363,559,896000,988807.854969442,0.103580195278395,0
47.7,1.9,1.9,2,64600,2,0,-0.137839,0,0.4467866,26,242,233,1,20,51.467076,6378,349000,385033.807866256,0.103248733141134,0
58.9,2.8,1.9,4,52600,3,0,-0.055841,1,0.2025764,38,292,199,1,58,51.426888,2203,328000,361763.532100368,0.102937597866977,0
85,4.3,4.1,4,57100,4,0,-0.329701,1,0.3740828,103,302,286,0,9,51.475928,5698,503000,554744.622137132,0.102872012201057,0
51,0.5,0.4,2,67200,2,0,-0.110269,0,0.3784326,40,61,50,1,43,51.545428,7215,421000,464173.62986232,0.102550189696722,0
67,3.6,0.9,3,57600,4,0,0.115851,1,1.1265982,35,303,77,0,59,51.477188,11561,316000,348354.200659325,0.102386710947231,0
80,3.1,1.8,5,55400,5,0,-0.276091,1,0.43498,89,219,124,0,29,51.381505,5721,374000,411870.265246376,0.101257393706886,0
58,2,1.8,3,55900,3,0,-0.11796,1,0.674219,19,193,181,0,64,51.434439,14586,335000,368917.629275067,0.101246654552439,0
44,1.8,1.4,2,55000,4,1,0.026896,0,0.1298726,53,245,190,0,31,51.576816,4682,179000,197012.088218287,0.100626191163616,0
185,11,11,7,58200,3,0,-0.097156,1,0.4157166,88,310,303,0,39,51.439301,11360,1182000,1300632.02967868,0.100365507342366,0
51.61,2.7,2.6,3,51700,6,0,-0.483139,1,1.3136396,86,342,339,0,30,51.524188,8797,233000,256032.315800485,0.0988511407746156,0
52,2.8,2.3,3,54900,2,2,-0.122487,0,0.2162472,97,282,232,0,10,51.471382,12757,411000,451321.342355973,0.0981054558539487,0
78,7.4,3.3,4,60800,3,0,-0.050503,0,1.4466192,24,566,250,1,76,51.374839,2902,347000,380882.233015394,0.0976433228109339,0
57.52,2.6,1.9,3,49800,4,0,0.12479,1,2.1171098,54,276,196,0,2,51.50994,3961,228000,250208.776415999,0.0974069141052589,0
141,5.5,2.4,7,60700,6,0,-0.116504,1,1.0893142,82,221,96,0,105,51.318284,14288,551000,604470.583514331,0.0970428012964263,0
78,4.1,1.3,4,51000,6,1,0.220849,0,0.4685356,93,302,95,0,15,51.549788,2334,354000,388307.934906893,0.096915070358456,0
87,5.6,1.1,4,52100,6,1,0.20523,0,0.705289,98,363,72,0,18,51.555238,2709,385000,422267.580480987,0.0967989103402268,0
94,5.5,2.4,5,55200,6,0,0.166522,1,0.5959226,55,335,144,0,43,51.460965,8173,374000,410143.0072729,0.0966390568794124,0
59.88,3.9,3.6,3,45100,6,0,0.174072,1,1.012882,126,429,400,0,5,51.487445,3311,222000,243445.395586465,0.0966008810201137,0
33,1.9,1.2,2,54000,3,1,0.001395,0,0.4076384,63,324,212,0,18,51.569268,4084,222000,243345.510769003,0.0961509494099219,0
45,2.6,2.2,2,50700,2,0,-0.014903,1,0.1348438,102,328,278,1,8,51.467334,6,251000,275132.844897279,0.0961467924194375,0
56,3,1.3,3,66100,3,0,-0.249217,1,0.2131402,26,315,133,0,8,51.473397,4745,429000,470044.673049013,0.0956752285524778,0
52,1.8,1.4,2,41900,4,0,0.111724,1,0.4772352,97,197,148,0,1,51.491354,8500,191000,209098.029101464,0.0947540790652548,0
163,8.6,4.3,7,58800,4,0,0.066944,1,1.0476804,129,298,149,1,75,51.478142,14964,703000,769395.123728764,0.0944454107094792,0
99,3.6,1.3,5,61700,5,0,-0.109564,1,0.826462,18,208,70,0,59,51.648299,12086,557000,609351.192360969,0.0939877780268744,0
89,4,1.7,4,48100,3,0,-0.03217,0,0.5629884,147,240,100,1,9,51.576238,1672,453000,495210.930097294,0.0931808611419287,0
149,4.7,2.5,7,52500,2,0,-0.220271,0,0.1155804,61,178,93,1,45,51.533417,8480,1095000,1196946.02754555,0.0931013950187632,0
102,3.7,1.8,5,40800,5,1,0.122685,0,1.2080016,67,208,97,0,10,51.553935,9653,335000,366136.592369735,0.0929450518499558,0
75,3.1,1.8,4,67000,2,0,-0.082542,1,0.472264,12,236,132,0,27,51.458074,397,516000,563948.525261475,0.0929234985687509,0
61,2.9,0.7,3,52200,5,0,-0.425833,1,0.7376018,153,270,58,0,28,51.495567,6430,305000,333221.886872573,0.0925307766313856,0
76,3.9,1.8,4,61700,4,1,-0.127181,0,0.1907698,43,295,134,0,59,51.6361,10077,448000,489421.406741891,0.0924584971917212,0
84,2.9,1.6,5,44600,6,1,0.192053,0,0.4735068,27,183,96,0,9,51.546087,6373,314000,342958.409605003,0.0922242344108365,0
72,4.7,1.5,4,52000,2,0,-0.075719,0,0.4703998,21,369,120,1,27,51.559308,12332,529000,577769.268752037,0.0921914343138697,0
97,4.3,1.6,5,63300,6,0,-0.146924,1,0.3784326,83,250,89,0,106,51.321926,10709,452000,493492.647976334,0.0917978937529502,0
136,4.3,2.6,7,51900,6,0,0.231405,1,0.4063956,139,162,96,0,39,51.590778,2041,498000,543667.813129146,0.0917024360023003,0
180,15,6.5,9,54100,3,0,-0.118841,1,0.3119428,173,554,240,0,40,51.40949,13086,612000,668020.365081653,0.0915365442510666,0
110,5.4,2.3,6,56700,4,0,-0.260727,1,0.487799,58,278,115,0,21,51.390306,14607,562000,613182.48645156,0.0910720399493943,0
151,5.3,2.3,6,70200,4,0,-0.310774,1,0.55926,106,199,86,0,10,51.45582,5522,1026000,1119244.67283868,0.0908817474061208,0
95,6.5,2.2,5,71900,3,0,-0.184394,1,0.6667622,86,391,129,0,18,51.450154,14668,687000,749373.633163021,0.0907913146477738,0
77,2.6,2.5,3,49000,6,1,-0.442859,1,1.5727634,193,200,190,0,18,51.448252,14461,279000,304282.99300657,0.0906200466185322,0
47,2.3,1.2,3,43800,5,0,-0.427058,1,1.2123514,53,284,149,0,40,51.519412,14603,220000,239912.824372138,0.0905128380551745,0
119,5,2,4,50500,3,0,-0.066841,0,0.3069716,83,240,91,1,48,51.391539,12530,454000,495092.427077181,0.0905119539144946,0
67,2.6,0.5,3,67300,5,0,0.044472,1,1.9499532,57,200,36,0,71,51.379677,7075,339000,369597.057071668,0.0902568055211452,0
80,4.6,1,5,53400,4,0,-0.155356,1,0.431873,127,325,68,0,29,51.374289,14056,381000,415286.730209579,0.0899914178729097,0
30,1.8,1.1,2,45900,4,0,-0.10307,1,0.972491,92,339,219,0,24,51.614113,12707,187000,203827.066135924,0.0899843108872948,0
54,2.5,2.5,3,51800,2,0,-0.031723,0,0.9625486,78,273,278,1,8,51.491673,9372,336000,366120.586830331,0.0896446036616986,0
87,3.8,2,5,48000,6,0,0.162174,1,2.1338876,123,246,130,1,26,51.595186,14305,333000,362714.586454007,0.0892329923543758,0
101,3.7,1.9,6,57600,5,0,0.120842,1,1.2428,123,206,107,0,56,51.4752,7591,405000,441057.45234183,0.0890307465230366,0
45,2.3,1.1,1,46900,4,0,-0.019259,0,1.068808,218,264,131,1,14,51.609635,13132,199000,216669.212748787,0.0887900138129998,0
132,5.5,2.6,6,62900,5,0,0.036137,1,0.640042,55,238,110,0,67,51.404588,11963,630000,685894.600144164,0.0887215875304189,0
84,3.4,1.9,3,54000,3,1,0.006005,0,0.4803422,98,229,126,0,22,51.572382,3053,455000,495338.797411687,0.088656697608103,0
155,8.3,4.6,6,73000,2,0,-0.163325,1,0.3678688,116,304,167,1,22,51.464124,15482,1336000,1453608.94545995,0.0880306477993638,0
69,3.5,1.3,5,56600,4,0,0.060267,1,0.5300542,56,290,103,0,52,51.459994,1808,362000,393825.764343947,0.0879164760882519,0
71.2,1.4,1.3,3,58600,6,0,-0.114001,1,0.2398604,82,122,108,0,66,51.340825,15758,270000,293540.671894623,0.0871876736837879,0
74,4.2,1.1,4,53700,6,0,-0.419978,1,0.9221576,188,292,72,0,17,51.441561,13326,357000,387945.613247948,0.0866823900502739,0
72,2.8,0.8,5,39900,5,1,0.145479,0,0.5269472,99,222,59,0,9,51.54602,3822,291000,316120.631426242,0.0863251939046125,0
96,6.9,2.4,5,65000,4,0,-0.247176,1,0.4063956,75,406,139,0,23,51.384214,3834,514000,558125.954638608,0.0858481607755018,0
80,4.5,1,4,50200,4,1,-0.278276,0,0.3834038,44,318,71,0,50,51.590664,13801,443000,480861.594792322,0.0854663539330058,0
93,3.1,1.2,4,41900,4,0,0.116941,1,0.8817666,65,189,73,0,1,51.496071,7774,313000,339679.153737366,0.0852369128989322,0
46,2.3,1.2,2,60700,1,3,-0.165327,0,0.2808728,30,278,147,0,35,51.518992,8494,575000,623883.259784197,0.0850143648420823,0
101,4.8,1.3,5,52300,5,0,-0.032164,1,1.1769316,37,272,72,0,80,51.373282,1990,455000,493553.770835344,0.0847335622754814,0
55.17,2.3,2.2,3,52800,4,0,0.06337,1,0.7251738,49,276,263,0,50,51.445876,10925,246000,266772.024485192,0.0844391239235436,0
87,3.8,1.3,4,53800,5,1,-0.265078,0,1.1825242,73,247,85,0,71,51.627131,8208,474000,513934.942045678,0.0842509325858184,0
128,6.9,2.4,7,67000,5,1,-0.373586,0,0.4032886,55,307,104,0,50,51.580846,3467,693000,750855.511216698,0.0834855861712815,0
38.51,4.3,3.6,2,67800,3,0,0.019965,1,0.8861164,32,735,614,0,43,51.473465,13832,287000,310580.62788523,0.0821624664990584,0
142,4.1,2.9,7,72000,5,0,0.063616,1,0.6195358,44,165,113,0,91,51.406887,9318,680000,735856.582976343,0.082142033788739,0
74,3.5,1.2,5,52200,5,0,-0.374416,1,0.7655648,73,256,80,0,39,51.559214,10721,379000,410045.703057498,0.0819147837928714,0
81,3.5,0.9,4,61300,4,0,-0.052993,1,0.2255682,81,226,56,1,42,51.404871,10633,415000,448972.830798903,0.0818622428889239,0
114,5.9,1.9,6,54400,4,1,0.03792,0,0.8587748,131,292,95,0,13,51.60032,6273,523000,565618.31245968,0.0814881691389675,0
152,4.8,2.8,8,56300,5,1,-0.271637,0,0.8152768,85,177,104,0,68,51.624845,5507,744000,804568.178170552,0.0814088416270854,0
87,4.1,1.4,5,55100,5,1,-0.296704,0,0.3858894,141,263,87,0,77,51.620185,12063,486000,525524.537988382,0.0813262098526372,0
62,2,1.9,3,75000,3,0,-0.190621,1,0.2131402,180,190,181,0,14,51.429154,14492,393000,424912.893699789,0.0812032918569695,0
41,3.9,2.7,2,57900,6,0,-0.297552,1,0.4747496,33,561,393,0,39,51.391027,8021,241000,260524.09821032,0.0810128556444809,0
66,3.3,0.9,3,65400,5,0,-0.167124,1,0.1093664,32,272,66,0,40,51.368259,1977,331000,357787.652600098,0.0809294640486344,0
